drugbank_id,drug_name,phenotype_id,phenotype_name,indication
DB13878,Pibrentasvir,C0019158,Hepatitis,"Indicated for the treatment of adult patients with chronic hepatitis C virus (HCV) genotype 1, 2, 3, 4, 5 or 6 infection without cirrhosis or with compensated cirrhosis (Child-Pugh
A). MAVYRET is also indicated for the treatment of adult patients with HCV genotype 1 infection, who previously have been treated with a regimen containing an HCV NS5A inhibitor
or an NS3/4A protease inhibitor (PI), but not both [FDA Label]. "
DB13878,Pibrentasvir,C0019196,Hepatitis C,"Indicated for the treatment of adult patients with chronic hepatitis C virus (HCV) genotype 1, 2, 3, 4, 5 or 6 infection without cirrhosis or with compensated cirrhosis (Child-Pugh
A). MAVYRET is also indicated for the treatment of adult patients with HCV genotype 1 infection, who previously have been treated with a regimen containing an HCV NS5A inhibitor
or an NS3/4A protease inhibitor (PI), but not both [FDA Label]. "
DB13878,Pibrentasvir,C0019189,Chronic hepatitis,"Indicated for the treatment of adult patients with chronic hepatitis C virus (HCV) genotype 1, 2, 3, 4, 5 or 6 infection without cirrhosis or with compensated cirrhosis (Child-Pugh
A). MAVYRET is also indicated for the treatment of adult patients with HCV genotype 1 infection, who previously have been treated with a regimen containing an HCV NS5A inhibitor
or an NS3/4A protease inhibitor (PI), but not both [FDA Label]. "
DB13878,Pibrentasvir,C0524910,Chronic hepatitis C,"Indicated for the treatment of adult patients with chronic hepatitis C virus (HCV) genotype 1, 2, 3, 4, 5 or 6 infection without cirrhosis or with compensated cirrhosis (Child-Pugh
A). MAVYRET is also indicated for the treatment of adult patients with HCV genotype 1 infection, who previously have been treated with a regimen containing an HCV NS5A inhibitor
or an NS3/4A protease inhibitor (PI), but not both [FDA Label]. "
DB13878,Pibrentasvir,C1608426,Compensated cirrhosis,"Indicated for the treatment of adult patients with chronic hepatitis C virus (HCV) genotype 1, 2, 3, 4, 5 or 6 infection without cirrhosis or with compensated cirrhosis (Child-Pugh
A). MAVYRET is also indicated for the treatment of adult patients with HCV genotype 1 infection, who previously have been treated with a regimen containing an HCV NS5A inhibitor
or an NS3/4A protease inhibitor (PI), but not both [FDA Label]. "
DB13879,Glecaprevir,C0009450,Infection,"Indicated for the treatment of adult patients with chronic hepatitis C virus (HCV) genotype 1, 2, 3, 4, 5 or 6 infection without cirrhosis or with compensated cirrhosis (Child-Pugh
A). MAVYRET is also indicated for the treatment of adult patients with HCV genotype 1 infection, who previously have been treated with a regimen containing an HCV NS5A inhibitor
or an NS3/4A protease inhibitor (PI), but not both [FDA Label]. "
DB13879,Glecaprevir,C0019158,Hepatitis,"Indicated for the treatment of adult patients with chronic hepatitis C virus (HCV) genotype 1, 2, 3, 4, 5 or 6 infection without cirrhosis or with compensated cirrhosis (Child-Pugh
A). MAVYRET is also indicated for the treatment of adult patients with HCV genotype 1 infection, who previously have been treated with a regimen containing an HCV NS5A inhibitor
or an NS3/4A protease inhibitor (PI), but not both [FDA Label]. "
DB13879,Glecaprevir,C0019196,Hepatitis C,"Indicated for the treatment of adult patients with chronic hepatitis C virus (HCV) genotype 1, 2, 3, 4, 5 or 6 infection without cirrhosis or with compensated cirrhosis (Child-Pugh
A). MAVYRET is also indicated for the treatment of adult patients with HCV genotype 1 infection, who previously have been treated with a regimen containing an HCV NS5A inhibitor
or an NS3/4A protease inhibitor (PI), but not both [FDA Label]. "
DB13879,Glecaprevir,C0019189,Chronic hepatitis,"Indicated for the treatment of adult patients with chronic hepatitis C virus (HCV) genotype 1, 2, 3, 4, 5 or 6 infection without cirrhosis or with compensated cirrhosis (Child-Pugh
A). MAVYRET is also indicated for the treatment of adult patients with HCV genotype 1 infection, who previously have been treated with a regimen containing an HCV NS5A inhibitor
or an NS3/4A protease inhibitor (PI), but not both [FDA Label]. "
DB13879,Glecaprevir,C0524910,Chronic hepatitis C,"Indicated for the treatment of adult patients with chronic hepatitis C virus (HCV) genotype 1, 2, 3, 4, 5 or 6 infection without cirrhosis or with compensated cirrhosis (Child-Pugh
A). MAVYRET is also indicated for the treatment of adult patients with HCV genotype 1 infection, who previously have been treated with a regimen containing an HCV NS5A inhibitor
or an NS3/4A protease inhibitor (PI), but not both [FDA Label]. "
DB13879,Glecaprevir,C1608426,Compensated cirrhosis,"Indicated for the treatment of adult patients with chronic hepatitis C virus (HCV) genotype 1, 2, 3, 4, 5 or 6 infection without cirrhosis or with compensated cirrhosis (Child-Pugh
A). MAVYRET is also indicated for the treatment of adult patients with HCV genotype 1 infection, who previously have been treated with a regimen containing an HCV NS5A inhibitor
or an NS3/4A protease inhibitor (PI), but not both [FDA Label]. "
DB13925,Dotatate gallium Ga-68,C0040188,Tic,Dotatate gallium 68 is one of the most prominent radiopharmaceuticals used in imaging with positron emission tomography. It binds to the somatostatin-2 receptor which is usually overexpressed in many neuroendocrine tumors in both adult and pediatric patients.[A31362] The neuroendocrine tumors are bening or malignant tumors produced in the hormone producing cells of the neuroendocrine system.[L1048]
DB13997,Baloxavir marboxil,C0009450,Infection,"For the treatment of influenza A and B virus infection [L1473, L1475], [FDA label] in patients 12 and older who have been symptomatic for no more than 48 hours.
Clinical trials of this drug did not include subjects 65 years of age and older to determine whether they respond in a different way than younger subjects [FDA label]."
DB13997,Baloxavir marboxil,C0021400,Influenza,"For the treatment of influenza A and B virus infection [L1473, L1475], [FDA label] in patients 12 and older who have been symptomatic for no more than 48 hours.
Clinical trials of this drug did not include subjects 65 years of age and older to determine whether they respond in a different way than younger subjects [FDA label]."
DB13997,Baloxavir marboxil,C0040188,Tic,"For the treatment of influenza A and B virus infection [L1473, L1475], [FDA label] in patients 12 and older who have been symptomatic for no more than 48 hours.
Clinical trials of this drug did not include subjects 65 years of age and older to determine whether they respond in a different way than younger subjects [FDA label]."
DB14019,Fosnetupitant,C0027497,Nausea,"Indicated in combination palonosetron (as the drug Akynzeo) and dexamethasone in adults for the prevention of acute and delayed nausea and vomiting associated with initial and repeat courses of cancer chemotherapy, including, but not limited to, highly emetogenic chemotherapy [FDA label].

The following are indications listed on the EMA label [F29]:

Prevention of acute and delayed nausea and vomiting associated with highly emetogenic cisplatin-based cancer chemotherapy [F29].

Prevention of acute and delayed nausea and vomiting associated with moderately emetogenic cancer chemotherapy [F29]."
DB14019,Fosnetupitant,C0042963,Vomiting,"Indicated in combination palonosetron (as the drug Akynzeo) and dexamethasone in adults for the prevention of acute and delayed nausea and vomiting associated with initial and repeat courses of cancer chemotherapy, including, but not limited to, highly emetogenic chemotherapy [FDA label].

The following are indications listed on the EMA label [F29]:

Prevention of acute and delayed nausea and vomiting associated with highly emetogenic cisplatin-based cancer chemotherapy [F29].

Prevention of acute and delayed nausea and vomiting associated with moderately emetogenic cancer chemotherapy [F29]."
DB14185,Aripiprazole lauroxil,C0033975,Psychotic disorder,Aripiprazole lauroxil is indicated for the treatment of schizophrenia and related psychotic disorders.
DB14185,Aripiprazole lauroxil,C0036341,Schizophrenia,Aripiprazole lauroxil is indicated for the treatment of schizophrenia and related psychotic disorders.
DB14185,Aripiprazole lauroxil,C0040188,Tic,Aripiprazole lauroxil is indicated for the treatment of schizophrenia and related psychotic disorders.
DB14723,Larotrectinib,C0040188,Tic,"Larotrectinib is a tyrosine kinase inhibitor that is currently indicated for the treatment of adult and pediatric patients with solid tumors that either a) have a neurotrophic receptor tyrosine kinase (NTRK) gene fusion without a known acquired resistance mutation, b) are metastatic or where surgical resection is likely to result in severe morbidity, and c) have no satisfactory alternative treatments or that have progressed following treatment [FDA Label].

At the moment, these uses of larotrectinib are only approved under the auspices of an accelerated approval by the US FDA based on overall response rate and duration of response and continuation of support for these indications may be contingent upon the verification and description of continued clinical benefit in confirmatory trials [FDA Label]. "
