node_id	namespace	identifier	name	type
5320	umls	C1963718	Oculorespiratory syndrome	phenotype
5321	umls	C1504343	Acarodermatitis	phenotype
5322	umls	C1504435	Electrocardiogram QT interval abnormal	phenotype
5323	umls	C1608410	Head titubation	phenotype
5324	umls	C1611162	Plateletcrit decreased	phenotype
5325	umls	C1696700	C1 esterase deficiency acquired	phenotype
5326	pubchem.compound	392622	Ritonavir	approved drug
5327	umls	C0026393	Molluscum contagiosum	phenotype
5328	umls	C0043325	Xanthomatosis	phenotype
5329	umls	C0405580	Adrenal cortical hypofunction	phenotype
5330	umls	C0476397	Electroretinogram abnormal	phenotype
5331	umls	C1167863	Retinogram abnormal	phenotype
5332	umls	C0542075	Local throat irritation	phenotype
5333	pubchem.compound	77991	Rivastigmine	approved drug
5334	umls	C0005686	Bladder disorder	phenotype
5335	umls	C0006111	Brain disorder NOS	phenotype
5336	umls	C0281839	Oesophageal rupture	phenotype
5337	umls	C0521546	Congenital joint malformation	phenotype
5338	umls	C0699790	Carcinoma colon	phenotype
5339	umls	C1262022	Freezing phenomenon	phenotype
5340	pubchem.compound	5078	Rizatriptan	approved drug
5341	pubchem.compound	5090	Rofecoxib	approved drug
5342	umls	C0152086	Traumatic arthropathy	phenotype
5343	umls	C0160087	Ankle sprain	phenotype
5344	umls	C0267356	Duodenal perforation	phenotype
5345	umls	C0347721	Back strain	phenotype
5346	pubchem.compound	5095	Ropinirole	approved drug
5347	umls	C0005683	Calculus bladder	phenotype
5348	umls	C0007103	Endometrial neoplasm malignant	phenotype
5349	umls	C0007107	Laryngeal cancer	phenotype
5350	umls	C0007112	Adenocarcinoma of prostate	phenotype
5351	umls	C0007113	Rectal cancer	phenotype
5352	umls	C0022602	Actinic keratosis	phenotype
5353	umls	C0022603	Seborrhoeic keratosis	phenotype
5354	umls	C0029883	Middle ear effusion	phenotype
5355	umls	C0032371	Poliomyelitis	phenotype
5356	umls	C0152018	Oesophageal carcinoma	phenotype
5357	umls	C0158266	Intervertebral disc degeneration	phenotype
5358	umls	C0206633	Angiomyolipoma	phenotype
5359	umls	C0235821	Therapeutic response increased	phenotype
5360	umls	C0235851	Hyperbilirubinemia aggravated	phenotype
5361	umls	C0235960	Parkinsonism aggravated	phenotype
5362	umls	C0235984	Salivary duct obstruction	phenotype
5363	umls	C0238198	Gastrointestinal stromal tumour	phenotype
5364	umls	C0238461	Anaplastic thyroid cancer	phenotype
5365	umls	C0263912	Rotator cuff syndrome	phenotype
5366	umls	C0338480	Migraine without aura	phenotype
5367	umls	C0409962	Localized osteoarthritis	phenotype
5368	umls	C0473117	Ischaemic hepatitis	phenotype
5369	umls	C0496899	Brain neoplasm benign	phenotype
5370	umls	C0549357	Abdominal adhesions	phenotype
5371	umls	C0740278	Pelvic peritoneal adhesions	phenotype
5372	umls	C0156181	Peritoneal adhesions	phenotype
5373	umls	C0860988	Phosphate increased	phenotype
5374	umls	C0919625	Blood phosphorus increased	phenotype
5375	umls	C1142249	Infected cyst	phenotype
5376	umls	C1956089	Bone spur	phenotype
5377	pubchem.compound	6915744	Roxithromycin	approved drug
5378	umls	C1735630	Acute cholestatic hepatitis	phenotype
5379	pubchem.compound	5152	Salmeterol	approved drug
5380	umls	C1096257	Dental discomfort	phenotype
5381	umls	C1112677	Protein allergy	phenotype
5382	pubchem.compound	18283	Stavudine	approved drug
5383	umls	C1142358	Lactic acidosis syndrome	phenotype
5384	umls	C1142524	Asymptomatic hyperlactatemia	phenotype
5385	pubchem.compound	5161	Salsalate	approved drug
5386	pubchem.compound	3000322	Scopolamine	approved drug
5387	pubchem.compound	5193	Secobarbital	approved drug
5388	pubchem.compound	26757	Selegiline	approved drug
5389	umls	C0231694	Festinating gait	phenotype
5390	umls	C0859371	Lip burning sensation of	phenotype
5391	pubchem.compound	68617	Sertraline	approved drug
5392	umls	C0001511	Adhesion	phenotype
5393	umls	C0235667	Mastitis acute female	phenotype
5394	umls	C0265110	Vasospasm cerebral	phenotype
5395	umls	C1167661	Cerebral vasoconstriction	phenotype
5396	umls	C1142239	Call-Fleming syndrome	phenotype
5397	umls	C3544214	Reversible cerebral vasoconstriction syndrome	phenotype
5398	pubchem.compound	5206	Sevoflurane	approved drug
5399	umls	C0016325	Fluorosis	phenotype
5400	umls	C0852203	Fluoride increased	phenotype
5401	pubchem.compound	5210	Sibutramine	approved drug
5402	umls	C0017662	Glomerulonephritis membranoproliferative	phenotype
5403	umls	C0235735	Unexpected therapeutic effect	phenotype
5404	umls	C0853141	Therapeutic response unexpected	phenotype
5405	umls	C0268733	Acute nephritis	phenotype
5406	pubchem.compound	5212	Sildenafil	approved drug
5407	umls	C0011057	Sudden hearing loss	phenotype
5408	umls	C0022078	Iris disorder	phenotype
5409	umls	C0035326	Retinal vascular occlusion	phenotype
5410	umls	C0235260	Chloropsia	phenotype
5411	umls	C0235980	Scleral discolouration	phenotype
5412	umls	C0263978	Soft tissue disorder	phenotype
5413	umls	C0269002	Penile haemorrhage	phenotype
5414	umls	C0271211	Erythropsia	phenotype
5415	umls	C0339478	Arteriosclerotic retinopathy	phenotype
5416	umls	C0497217	Other disorders of eye	phenotype
5417	umls	C0750151	Vaso-occlusive crisis	phenotype
5418	umls	C0854725	Cyanopsia	phenotype
5419	umls	C0877154	Visual brightness	phenotype
5420	umls	C1852242	AION	phenotype
5421	umls	C2242711	Arteritic anterior ischaemic optic neuropathy	phenotype
5422	pubchem.compound	5214	Silvadene	chemical
5423	pubchem.compound	5215	Sulfadiazine	approved drug
5424	umls	C0151788	Eosinophilic myocarditis	phenotype
5425	pubchem.compound	5238	Sodium iodide	approved drug
5426	pubchem.compound	5245	Risedronic acid	approved drug
5427	umls	C0205707	Sprue	phenotype
5428	umls	C0853023	Blood parathyroid hormone increased	phenotype
5429	pubchem.compound	5248	Tetradecyl sulfuric acid	chemical
5430	pubchem.compound	5253	Sotalol	approved drug
5431	pubchem.compound	60464	Sparfloxacin	approved drug
5432	pubchem.compound	5833	Spironolactone	approved drug
5433	pubchem.compound	5291	Imatinib	approved drug
5434	umls	C0024899	Mastocytosis	phenotype
5435	umls	C0346421	Chronic eosinophilic leukaemia	phenotype
5436	umls	C0473311	Haemorrhagic ovarian cyst	phenotype
5437	umls	C0740457	Renal cancer	phenotype
5438	umls	C0748536	Scleral haemorrhage	phenotype
5439	umls	C0877584	Tumour haemorrhage	phenotype
5440	umls	C1699324	Pharyngeal mucositis	phenotype
5441	pubchem.compound	19649	Streptomycin	approved drug
5442	umls	C0560046	Unable to walk	phenotype
5443	umls	C0877217	Abasia	phenotype
5444	pubchem.compound	29327	Streptozocin	approved drug
5445	umls	C0021670	Insulinoma	phenotype
5446	umls	C0151638	Syndrome Fanconi-like	phenotype
5447	umls	C0341702	Fanconi syndrome acquired	phenotype
5448	umls	C0268435	Proximal renal tubular acidosis	phenotype
5449	umls	C1527401	Shock insulin	phenotype
5450	umls	C0851302	Shock hypoglycaemic	phenotype
5451	pubchem.compound	5311	Vorinostat	approved drug
5452	umls	C0016169	Fistula	phenotype
5453	umls	C0079772	T-cell lymphoma	phenotype
5454	umls	C0521619	Pelvi-ureteric obstruction	phenotype
5455	umls	C0851881	Enterococcal infection	phenotype
5456	pubchem.compound	5314	Succinylcholine	approved drug
5457	umls	C1142397	Myoglobinaemia	phenotype
5458	pubchem.compound	5318	Sulconazole	approved drug
5459	pubchem.compound	5320	Sulfacetamide	approved drug
5460	pubchem.compound	5329	Sulfamethoxazole	approved drug
5461	pubchem.compound	5333	Sulfanilamide	approved drug
5462	pubchem.compound	1548887	Sulindac	approved drug
5463	umls	C0282074	Biliary sludge	phenotype
5464	pubchem.compound	5358	Sumatriptan	approved drug
5465	umls	C0009088	Cluster headache	phenotype
5466	umls	C0162871	Abdominal aortic aneurysm	phenotype
5467	umls	C0003486	Aortic aneurysm	phenotype
5468	umls	C0232933	Menstrual cycle abnormal	phenotype
5469	umls	C0236073	Cerebellar infarction	phenotype
5470	umls	C0281914	Musculoskeletal deformity	phenotype
5471	umls	C0520539	Hypertensive episode	phenotype
5472	umls	C0521662	Hemiplegia transient	phenotype
5473	umls	C1142080	Injection site stinging	phenotype
5474	umls	C1527340	Voice disturbance	phenotype
5475	umls	C1956391	Temporal arteritis	phenotype
5476	umls	C2718128	Nasal inflammation	phenotype
5477	umls	C2750515	Subcutaneous bleeding	phenotype
5478	pubchem.compound	5359	Suprofen	approved drug
5479	pubchem.compound	445643	Tacrolimus	approved drug
5480	umls	C0021100	Bullous impetigo	phenotype
5481	umls	C0022504	Kaposi's varicelliform eruption	phenotype
5482	umls	C0030299	Pancreatic pseudocyst	phenotype
5483	umls	C0150045	Urge incontinence	phenotype
5484	umls	C0232285	Chest pressure sensation of	phenotype
5485	umls	C0235433	Fat tissue increased	phenotype
5486	umls	C0262417	Pancreatitis acute on chronic	phenotype
5487	umls	C0265962	Netherton's syndrome	phenotype
5488	umls	C0267925	Bile duct stenosis	phenotype
5489	umls	C0267941	Pancreatitis necrotising	phenotype
5490	umls	C0349705	Haemoglobin abnormal	phenotype
5491	umls	C0392034	Gastrooesophagitis	phenotype
5492	umls	C0438167	Electrocardiogram T wave abnormal	phenotype
5493	umls	C0476369	Echocardiogram abnormal	phenotype
5494	umls	C0584995	Writing impaired	phenotype
5495	umls	C0700572	Mobility decreased	phenotype
5496	umls	C0740380	Varicella zoster	phenotype
5497	umls	C0854331	Herpes simplex dermatitis	phenotype
5498	umls	C1262170	Herpes dermatitis	phenotype
5499	umls	C0858346	Gastrointestinal ulcer perforation	phenotype
5500	umls	C0860603	Anxiety symptoms NOS	phenotype
5501	umls	C0936250	Eczema herpeticum	phenotype
5502	umls	C0948031	Primary graft dysfunction	phenotype
5503	umls	C1167870	Graft dysfunction	phenotype
5504	umls	C1321632	Venous thrombosis deep limb	phenotype
5505	umls	C1504532	Post transplant diabetes mellitus	phenotype
5506	umls	C3495916	Myocardial hypertrophy	phenotype
5507	umls	C1383860	Cardiac hypertrophy	phenotype
5508	umls	C0009663	Anogenital warts	phenotype
5509	umls	C0011881	Diabetic nephropathy	phenotype
5510	umls	C0040262	Tinea versicolour	phenotype
5511	umls	C0238463	Papillary thyroid cancer	phenotype
5512	pubchem.compound	2733526	Tamoxifen	approved drug
5513	umls	C0156369	Uterine polyp	phenotype
5514	umls	C0267834	Hepatic cyst	phenotype
5515	umls	C0338113	Sarcoma uterus	phenotype
5516	umls	C1153706	Endometrial adenocarcinoma	phenotype
5517	umls	C1536459	Nettle rash	phenotype
5518	pubchem.compound	5379	Gatifloxacin	approved drug
5519	umls	C0010930	Dacryocystitis	phenotype
5520	umls	C0155170	Conjunctival cyst	phenotype
5521	umls	C0271308	Blepharitis allergic	phenotype
5522	umls	C0155177	Eczema eyelids	phenotype
5523	umls	C0343401	Methicillin-resistant Staphylococcus aureus infection	phenotype
5524	umls	C0413234	Acute allergic reaction	phenotype
5525	umls	C0948085	Corneal defect	phenotype
5526	pubchem.compound	5381	Tazarotene	approved drug
5527	pubchem.compound	5391	Temazepam	approved drug
5528	umls	C0278126	Equilibrium loss	phenotype
5529	pubchem.compound	5394	Temozolomide	approved drug
5530	umls	C0677865	Brain stem glioma	phenotype
5531	pubchem.compound	452548	Teniposide	approved drug
5532	pubchem.compound	5401	Terazosin	approved drug
5533	pubchem.compound	1549008	Terbinafine	approved drug
5534	umls	C0031736	Polymorphic light eruption	phenotype
5535	umls	C2364082	Hyposmia	phenotype
5536	pubchem.compound	5403	Terbutaline	approved drug
5537	pubchem.compound	441383	Terconazole	approved drug
5538	pubchem.compound	13769	Testolactone	approved drug
5539	pubchem.compound	10204	Epitestosterone	experimental drug
5540	umls	C0006434	Burn	phenotype
5541	umls	C0023531	Leukoplakia	phenotype
5542	umls	C0033949	Male orgasmic disorder	phenotype
5543	umls	C0042341	Varicocele	phenotype
5544	umls	C0151685	Growth accelerated	phenotype
5545	umls	C0233976	Clitoral engorgement	phenotype
5546	umls	C0268671	Korsakoff's psychosis (non-alcoholic)	phenotype
5547	umls	C0349464	Wernicke-Korsakoff syndrome	phenotype
5548	umls	C0269268	Breast induration	phenotype
5549	umls	C0277986	Gingival oedema	phenotype
5550	umls	C0282612	Prostatic intraepithelial neoplasia	phenotype
5551	umls	C3160830	Prostatic dysplasia	phenotype
5552	umls	C0405479	Nipple disorder	phenotype
5553	umls	C0427458	Red blood cell count increased	phenotype
5554	umls	C0438241	Blood urea normal	phenotype
5555	umls	C0455880	Poor urinary stream	phenotype
5556	umls	C0520546	Pulmonary microemboli	phenotype
5557	umls	C0702109	Erythropoiesis abnormal	phenotype
5558	umls	C0856152	Buccal mucosal roughening	phenotype
5559	umls	C0856968	Raised serum lipid levels	phenotype
5560	umls	C0851043	Lipids increased	phenotype
5561	umls	C0860851	Oestradiol increased	phenotype
5562	umls	C0877331	Abnormal clotting factor	phenotype
5563	umls	C0877497	Redness gum	phenotype
5564	umls	C0239735	Gingival erythema	phenotype
5565	umls	C0877639	Gingival blister	phenotype
5566	umls	C0919568	Impatience	phenotype
5567	umls	C1096267	Injection site discomfort	phenotype
5568	umls	C1096506	Free prostate-specific antigen increased	phenotype
5569	umls	C1096657	Prostate examination abnormal	phenotype
5570	umls	C1112346	Prostate induration	phenotype
5571	umls	C2721578	Pulmonary oil microembolism	phenotype
5572	pubchem.compound	5409	AC1L1KAK	chemical
5573	pubchem.compound	5995	Testosterone propionate	approved drug
5574	pubchem.compound	5411	Tetracaine	approved drug
5575	umls	C0474444	Corneal stromal edema	phenotype
5576	pubchem.compound	5419	Tetryzoline	approved drug
5577	pubchem.compound	5426	Thalidomide	approved drug
5578	umls	C0007462	Causalgia	phenotype
5579	umls	C0023440	Erythroleukaemia	phenotype
5580	umls	C0151846	Disorder periosteal	phenotype
5581	umls	C0238807	Bone tenderness	phenotype
5582	umls	C0241228	Spleen palpable	phenotype
5583	umls	C0853013	Diverticular perforation	phenotype
5584	umls	C1096448	Bronchopneumopathy	phenotype
5585	pubchem.compound	5430	Thiabendazole	approved drug
5586	pubchem.compound	5452	Thioridazine	approved drug
5587	pubchem.compound	5453	Thiotepa	approved drug
5588	umls	C0742965	Eosinophilic cystitis	phenotype
5589	pubchem.compound	941651	Thiothixene	approved drug
5590	pubchem.compound	60648	Tiagabine	approved drug
5591	umls	C0151834	Papanicolaou smear suspicious	phenotype
5592	umls	C0858899	Attention concentration difficulty	phenotype
5593	pubchem.compound	5468	Tiaprofenic acid	approved drug
5594	umls	C0239591	Paresthesia of fingers	phenotype
5595	umls	C0728993	Spotting vaginal	phenotype
5596	umls	C0848383	Eye ulcer	phenotype
5597	pubchem.compound	444008	Tibolone	approved drug
5598	pubchem.compound	5472	Ticlopidine	approved drug
5599	umls	C0040797	Traumatic haemorrhage	phenotype
5600	umls	C3267156	Operative bleeding	phenotype
5601	pubchem.compound	33624	Timolol	approved drug
5602	umls	C0920195	Aphakic cystoid macular oedema	phenotype
5603	pubchem.compound	5479	Tinidazole	approved drug
5604	umls	C0235678	Vaginal odour	phenotype
5605	pubchem.compound	5483	Tiopronin	approved drug
5606	pubchem.compound	60947	Tirofiban	approved drug
5607	umls	C0877172	Spinal epidural haematoma	phenotype
5608	umls	C1536220	ST segment elevation myocardial infarction	phenotype
5609	pubchem.compound	5487	Tizanidine	approved drug
5610	pubchem.compound	36294	Tobramycin	approved drug
5611	umls	C0010032	Corneal abrasion	phenotype
5612	umls	C2607947	Deafness unilateral	phenotype
5613	umls	C3495950	Cochlear toxicity	phenotype
5614	pubchem.compound	5503	Tolazamide	approved drug
5615	pubchem.compound	5505	Tolbutamide	approved drug
5616	pubchem.compound	5508	[1-methyl-5-(4-methylbenzoyl)-1H-pyrrol-2-yl]acetate	chemical
5617	pubchem.compound	443879	Tolterodine	approved drug
5618	pubchem.compound	5284627	Topiramate	approved drug
5619	umls	C0033075	Presbyopia	phenotype
5620	umls	C0085569	Acidosis hyperchloraemic	phenotype
5621	umls	C0233415	Distractibility	phenotype
5622	umls	C0234975	Convulsions aggravated	phenotype
5623	umls	C0235834	Upper motor neurone lesion	phenotype
5624	umls	C0236826	Expressive language disorder	phenotype
5625	umls	C0242785	Drug - food interaction	phenotype
5626	umls	C0242784	Food interaction	phenotype
5627	umls	C0259972	Ketogenic diet	phenotype
5628	umls	C0270736	Essential tremor	phenotype
5629	umls	C0393615	Familial tremor	phenotype
5630	umls	C0428196	Bicarbonate level	phenotype
5631	umls	C0853263	Blood bicarbonate	phenotype
5632	umls	C0454643	Word finding difficulty	phenotype
5633	umls	C0751265	Learning disability	phenotype
5634	umls	C0852909	Blood bicarbonate decreased	phenotype
5635	umls	C0855217	Lack of spontaneous speech	phenotype
5636	umls	C0877792	Circadian rhythm sleep disorder	phenotype
5637	umls	C0948856	Orgasmic sensation decreased	phenotype
5638	umls	C1096444	Altered visual depth perception	phenotype
5639	umls	C1142034	Tandem gait test abnormal	phenotype
5640	umls	C1261981	Urticaria localised	phenotype
5641	umls	C1456865	Calculus ureteric	phenotype
5642	umls	C1696943	Hypoaesthesia facial	phenotype
5643	pubchem.compound	60700	Topotecan	approved drug
5644	umls	C0853334	Thrombocytopenia aggravated	phenotype
5645	pubchem.compound	3005573	Toremifene	approved drug
5646	pubchem.compound	33741	Tramadol	approved drug
5647	umls	C0014511	Cyst epidermal	phenotype
5648	umls	C0015459	Face injury	phenotype
5649	umls	C0019338	Herpangina	phenotype
5650	umls	C0034888	Rectal prolapse	phenotype
5651	umls	C0039504	Tendon injury	phenotype
5652	umls	C0085697	Pyelonephritis chronic	phenotype
5653	umls	C0155943	Arthralgia of temporomandibular joint	phenotype
5654	umls	C0039496	Temporomandibular joint syndrome	phenotype
5655	umls	C0235329	Small intestinal obstruction	phenotype
5656	umls	C0262365	Mammogram abnormal	phenotype
5657	umls	C0263888	Back disorder	phenotype
5658	umls	C0271453	Otitis media serous	phenotype
5659	umls	C0435632	Hand fracture	phenotype
5660	umls	C0520547	Poor peripheral circulation	phenotype
5661	umls	C0521634	Genital itching female	phenotype
5662	umls	C0541913	Duodenal ulcer aggravated	phenotype
5663	umls	C0549239	Dizziness aggravated	phenotype
5664	umls	C0549277	Gastritis aggravated	phenotype
5665	umls	C0549635	Potassium abnormal NOS	phenotype
5666	umls	C0853759	Blood potassium abnormal	phenotype
